x,y
2.3017,0.710963
2.3017,0.710963
2.3017,0.710963
2.3017,0.710963
2.3017,0.710963
2.3017,0.710963
2.3017,0.710963
2.3017,0.710963
2.45663,0.757879
2.45663,0.757879
2.45663,0.757879
2.45663,0.757879
2.45663,0.757879
2.55541,0.786925
2.55541,0.786925
2.55541,0.786925
2.61491,0.804744
2.61491,0.804744
2.61491,0.804744
2.61491,0.804744
2.61491,0.804744
2.71483,0.834758
2.71483,0.834758
2.71483,0.834758
2.71483,0.834758
2.71483,0.834758
2.81362,0.86479
2.81362,0.86479
2.81362,0.86479
2.872,0.882625
2.872,0.882625
2.872,0.882625
2.872,0.882625
2.872,0.882625
2.97201,0.918547
2.97201,0.918547
2.97201,0.918547
2.97201,0.918547
2.97201,0.918547
2.97201,0.918547
2.97201,0.918547
2.97201,0.918547
3.13276,0.981133
3.13276,0.981133
3.13276,0.981133
3.13276,0.981133
3.13276,0.981133
3.23393,1.019993
3.23393,1.019993
3.23393,1.019993
3.23393,1.019993
3.23393,1.019993
3.23393,1.019993
3.23393,1.019993
3.23393,1.019993
3.39579,1.081577
3.39579,1.081577
3.39579,1.081577
3.39579,1.081577
3.39579,1.081577
3.39579,1.081577
3.39579,1.081577
3.39579,1.081577
3.55641,1.135302
3.55641,1.135302
3.55641,1.135302
3.55641,1.135302
3.55641,1.135302
3.65637,1.16827
3.65637,1.16827
3.65637,1.16827
3.65637,1.16827
3.65637,1.16827
3.65637,1.16827
3.65637,1.16827
3.65637,1.16827
3.81921,1.220976
3.81921,1.220976
3.81921,1.220976
3.81921,1.220976
3.81921,1.220976
3.92253,1.254879
3.92253,1.254879
3.92253,1.254879
3.92253,1.254879
3.92253,1.254879
3.92253,1.254879
3.92253,1.254879
3.92253,1.254879
4.08764,1.30952
4.08764,1.30952
4.08764,1.30952
4.08764,1.30952
4.08764,1.30952
4.19208,1.343406
4.19208,1.343406
4.19208,1.343406
4.19208,1.343406
4.19208,1.343406
4.19208,1.343406
4.19208,1.343406
4.19208,1.343406
4.36055,1.398982
4.36055,1.398982
4.36055,1.398982
4.36055,1.398982
4.36055,1.398982
4.46614,1.434821
4.46614,1.434821
4.46614,1.434821
4.46614,1.434821
4.46614,1.434821
4.46614,1.434821
4.46614,1.434821
4.46614,1.434821
4.63685,1.490363
4.63685,1.490363
4.63685,1.490363
4.63685,1.490363
4.63685,1.490363
4.63685,1.490363
4.63685,1.490363
4.63685,1.490363
4.81093,1.547824
4.81093,1.547824
4.81093,1.547824
4.81093,1.547824
4.81093,1.547824
4.92099,1.583596
4.92099,1.583596
4.92099,1.583596
4.92099,1.583596
4.92099,1.583596
4.92099,1.583596
4.92099,1.583596
4.92099,1.583596
5.09395,1.640089
5.09395,1.640089
5.09395,1.640089
5.09395,1.640089
5.09395,1.640089
5.20176,1.67491
5.20176,1.67491
5.20176,1.67491
5.26689,1.695598
5.26689,1.695598
5.26689,1.695598
5.26689,1.695598
5.26689,1.695598
5.37695,1.731369
5.37695,1.731369
5.37695,1.731369
5.37695,1.731369
5.37695,1.731369
5.37695,1.731369
5.37695,1.731369
5.37695,1.731369
5.55552,1.789748
5.55552,1.789748
5.55552,1.789748
5.55552,1.789748
5.55552,1.789748
5.67119,1.827405
5.67119,1.827405
5.67119,1.827405
5.67119,1.827405
5.67119,1.827405
5.67119,1.827405
5.67119,1.827405
5.67119,1.827405
5.85651,1.888637
5.85651,1.888637
5.85651,1.888637
5.85651,1.888637
5.85651,1.888637
5.85651,1.888637
5.85651,1.888637
5.85651,1.888637
6.04188,1.952823
6.04188,1.952823
6.04188,1.952823
6.04188,1.952823
6.04188,1.952823
6.15982,1.992415
6.15982,1.992415
6.15982,1.992415
6.15982,1.992415
6.15982,1.992415
6.15982,1.992415
6.15982,1.992415
6.15982,1.992415
6.35077,2.056517
6.35077,2.056517
6.35077,2.056517
6.35077,2.056517
6.35077,2.056517
6.35077,2.056517
6.35077,2.056517
6.35077,2.056517
6.54622,2.122521
6.54622,2.122521
6.54622,2.122521
6.54622,2.122521
6.54622,2.122521
6.54622,2.122521
6.54622,2.122521
