X_Target,Y_Target
57.43965149,0.609358191
57.57738876,0.632290184
57.71506119,0.655643761
57.85267258,0.679418683
57.99021149,0.703614891
58.12768173,0.728232145
58.26508331,0.753270149
58.40241241,0.778728783
58.53966904,0.804607868
58.67684937,0.830907047
58.81395721,0.857626259
58.95098495,0.884765089
59.08793259,0.912323475
59.22480011,0.940301001
59.36158752,0.968697548
59.49829102,0.997512817
59.63491058,1.026746511
59.77144241,1.056398392
59.90788651,1.08646822
60.04424286,1.116955638
60.18050766,1.147860408
60.31668472,1.179182172
60.4527626,1.210920691
60.58874893,1.243075609
60.72463608,1.275646687
60.86042786,1.308633566
60.99612427,1.342036009
61.13171387,1.375853539
61.26720428,1.410086036
61.40259171,1.444733024
61.53787613,1.479794383
61.67305374,1.515269518
61.80812454,1.551158309
61.94308853,1.587460279
62.07793808,1.624175072
62.21268082,1.661302328
62.34730911,1.698841691
62.48182297,1.736792922
62.61622238,1.775155425
62.75050354,1.813928843
62.88466644,1.853112817
63.01870728,1.89270699
63.15262985,1.932710767
63.28643036,1.973124027
63.42010498,2.013946295
63.55365753,2.055176735
63.68708038,2.096815586
63.82037735,2.138861895
63.95354462,2.18131566
64.08657837,2.224176168
64.21948242,2.267442942
64.35225677,2.311115742
64.48488617,2.355194092
64.61738586,2.399677515
64.74974823,2.444565535
64.88197327,2.489857674
65.01406097,2.535553455
65.14600372,2.581652164
65.27780151,2.628153801
65.40945435,2.67505765
65.54096985,2.722363234
